"Datetime";"Power"
"20230922:18";"125"
"20230922:19";"394"
"20230922:20";"222"
"20230922:21";"64"
"20230922:22";"503"
"20230922:23";"413"
"20230923:00";"404"
"20230923:01";"306"
"20230923:02";"218"
"20230923:03";"309"
"20230923:04";"883"
"20230923:05";"1"
"20230923:06";"843"
"20230923:07";"706"
"20230923:08";"493"
"20230923:09";"559"
"20230923:10";"186"
"20230923:11";"93"
"20230923:12";"78"
"20230923:13";"110"
"20230923:14";"517"
"20230923:15";"81"
"20230923:16";"835"
"20230923:17";"538"
"20230923:18";"902"
"20230923:19";"255"
"20230923:20";"494"
"20230923:21";"266"
"20230923:22";"734"
"20230923:23";"943"
"20230924:00";"221"
"20230924:01";"35"
"20230924:02";"812"
"20230924:03";"788"
"20230924:04";"503"
"20230924:05";"930"
"20230924:06";"587"
"20230924:07";"741"
"20230924:08";"373"
"20230924:09";"994"
"20230924:10";"913"
"20230924:11";"814"
"20230924:12";"201"
"20230924:13";"867"
"20230924:14";"413"
"20230924:15";"888"
"20230924:16";"434"
"20230924:17";"294"
"20230924:18";"732"
"20230924:19";"925"
"20230924:20";"652"
"20230924:21";"778"
"20230924:22";"767"
"20230924:23";"526"
"20230925:00";"217"
"20230925:01";"500"
"20230925:02";"453"
"20230925:03";"326"
"20230925:04";"614"
"20230925:05";"795"
"20230925:06";"356"
"20230925:07";"171"
"20230925:08";"471"
"20230925:09";"947"
"20230925:10";"404"
"20230925:11";"477"
"20230925:12";"617"
"20230925:13";"721"
"20230925:14";"695"
"20230925:15";"257"
"20230925:16";"72"
"20230925:17";"561"
"20230925:18";"710"
"20230925:19";"882"
"20230925:20";"228"
"20230925:21";"474"
"20230925:22";"777"
"20230925:23";"816"
"20230926:00";"610"
"20230926:01";"248"
"20230926:02";"160"
"20230926:03";"348"
"20230926:04";"668"
"20230926:05";"31"
"20230926:06";"594"
"20230926:07";"342"
"20230926:08";"574"
"20230926:09";"453"
"20230926:10";"279"
"20230926:11";"876"
"20230926:12";"33"
"20230926:13";"720"
"20230926:14";"626"
"20230926:15";"498"
"20230926:16";"530"
"20230926:17";"491"
"20230926:18";"383"
"20230926:19";"709"
"20230926:20";"619"
"20230926:21";"412"
"20230926:22";"186"
"20230926:23";"201"
"20230927:00";"730"
"20230927:01";"948"
"20230927:02";"523"
"20230927:03";"933"
"20230927:04";"339"
"20230927:05";"131"
"20230927:06";"485"
"20230927:07";"79"
"20230927:08";"96"
"20230927:09";"767"
"20230927:10";"408"
"20230927:11";"139"
"20230927:12";"928"
"20230927:13";"578"
"20230927:14";"136"
"20230927:15";"736"
"20230927:16";"730"
"20230927:17";"612"
"20230927:18";"183"
"20230927:19";"474"
"20230927:20";"142"
"20230927:21";"719"
"20230927:22";"404"
"20230927:23";"700"
"20230928:00";"82"
"20230928:01";"888"
"20230928:02";"236"
"20230928:03";"522"
"20230928:04";"961"
"20230928:05";"120"
"20230928:06";"198"
"20230928:07";"930"
"20230928:08";"671"
"20230928:09";"17"
"20230928:10";"116"
"20230928:11";"504"
"20230928:12";"364"
"20230928:13";"621"
"20230928:14";"363"
"20230928:15";"318"
"20230928:16";"485"
"20230928:17";"145"
"20230928:18";"535"
"20230928:19";"205"
"20230928:20";"929"
"20230928:21";"297"
"20230928:22";"382"
"20230928:23";"352"
"20230929:00";"166"
"20230929:01";"88"
"20230929:02";"469"
"20230929:03";"105"
"20230929:04";"201"
"20230929:05";"779"
"20230929:06";"976"
"20230929:07";"604"
"20230929:08";"485"
"20230929:09";"831"
"20230929:10";"858"
"20230929:11";"596"
"20230929:12";"372"
"20230929:13";"175"
"20230929:14";"397"
"20230929:15";"697"
"20230929:16";"492"
"20230929:17";"951"
"20230929:18";"964"
"20230929:19";"230"
"20230929:20";"219"
"20230929:21";"440"
"20230929:22";"986"
"20230929:23";"426"
"20230930:00";"171"
"20230930:01";"215"
"20230930:02";"758"
"20230930:03";"495"
"20230930:04";"495"
"20230930:05";"777"
"20230930:06";"327"
"20230930:07";"901"
"20230930:08";"125"
"20230930:09";"158"
"20230930:10";"112"
"20230930:11";"643"
"20230930:12";"528"
"20230930:13";"370"
"20230930:14";"474"
"20230930:15";"70"
"20230930:16";"967"
"20230930:17";"856"
"20230930:18";"841"
"20230930:19";"915"
"20230930:20";"228"
"20230930:21";"692"
"20230930:22";"303"
"20230930:23";"956"
"20231001:00";"268"
"20231001:01";"690"
"20231001:02";"834"
"20231001:03";"781"
"20231001:04";"329"
"20231001:05";"344"
"20231001:06";"368"
"20231001:07";"622"
"20231001:08";"784"
"20231001:09";"45"
"20231001:10";"977"
"20231001:11";"710"
"20231001:12";"120"
"20231001:13";"163"
"20231001:14";"564"
"20231001:15";"64"
"20231001:16";"758"
"20231001:17";"323"
"20231001:18";"706"
"20231001:19";"265"
"20231001:20";"133"
"20231001:21";"770"
"20231001:22";"641"
"20231001:23";"545"
"20231002:00";"564"
"20231002:01";"16"
"20231002:02";"538"
"20231002:03";"799"
"20231002:04";"647"
"20231002:05";"176"
"20231002:06";"546"
"20231002:07";"861"
"20231002:08";"979"
"20231002:09";"790"
"20231002:10";"589"
"20231002:11";"162"
"20231002:12";"855"
"20231002:13";"873"
"20231002:14";"198"
"20231002:15";"260"
"20231002:16";"131"
"20231002:17";"872"
"20231002:18";"350"
"20231002:19";"93"
"20231002:20";"997"
"20231002:21";"625"
"20231002:22";"722"
"20231002:23";"158"
"20231003:00";"374"
"20231003:01";"422"
"20231003:02";"126"
"20231003:03";"85"
"20231003:04";"144"
"20231003:05";"937"
"20231003:06";"593"
"20231003:07";"796"
"20231003:08";"712"
"20231003:09";"865"
"20231003:10";"435"
"20231003:11";"506"
"20231003:12";"706"
"20231003:13";"846"
"20231003:14";"843"
"20231003:15";"499"
"20231003:16";"869"
"20231003:17";"797"
"20231003:18";"709"
"20231003:19";"937"
"20231003:20";"41"
"20231003:21";"63"
"20231003:22";"120"
"20231003:23";"570"
"20231004:00";"267"
"20231004:01";"846"
"20231004:02";"998"
"20231004:03";"897"
"20231004:04";"973"
"20231004:05";"383"
"20231004:06";"675"
"20231004:07";"565"
"20231004:08";"440"
"20231004:09";"315"
"20231004:10";"939"
"20231004:11";"44"
"20231004:12";"997"
"20231004:13";"852"
"20231004:14";"684"
"20231004:15";"837"
"20231004:16";"784"
"20231004:17";"351"
"20231004:18";"161"
"20231004:19";"745"
"20231004:20";"733"
"20231004:21";"21"
"20231004:22";"668"
"20231004:23";"135"
"20231005:00";"841"
"20231005:01";"94"
"20231005:02";"875"
"20231005:03";"172"
"20231005:04";"415"
"20231005:05";"60"
"20231005:06";"804"
"20231005:07";"490"
"20231005:08";"450"
"20231005:09";"424"
"20231005:10";"890"
"20231005:11";"870"
"20231005:12";"888"
"20231005:13";"603"
"20231005:14";"571"
"20231005:15";"395"
"20231005:16";"435"
"20231005:17";"918"
"20231005:18";"717"
"20231005:19";"229"
"20231005:20";"506"
"20231005:21";"456"
"20231005:22";"536"
"20231005:23";"105"
"20231006:00";"554"
"20231006:01";"943"
"20231006:02";"310"
"20231006:03";"424"
"20231006:04";"203"
"20231006:05";"537"
"20231006:06";"280"
"20231006:07";"755"
"20231006:08";"740"
"20231006:09";"977"
"20231006:10";"369"
"20231006:11";"137"
"20231006:12";"21"
"20231006:13";"830"
"20231006:14";"748"
"20231006:15";"550"
"20231006:16";"152"
"20231006:17";"134"
"20231006:18";"402"
"20231006:19";"622"
"20231006:20";"351"
"20231006:21";"384"
"20231006:22";"253"
"20231006:23";"629"
"20231007:00";"293"
"20231007:01";"853"
"20231007:02";"630"
"20231007:03";"174"
"20231007:04";"446"
"20231007:05";"891"
"20231007:06";"795"
"20231007:07";"516"
"20231007:08";"592"
"20231007:09";"423"
"20231007:10";"60"
"20231007:11";"649"
"20231007:12";"339"
"20231007:13";"153"
"20231007:14";"146"
"20231007:15";"523"
"20231007:16";"296"
"20231007:17";"1"
"20231007:18";"689"
"20231007:19";"909"
"20231007:20";"496"
"20231007:21";"878"
"20231007:22";"855"
"20231007:23";"110"
"20231008:00";"454"
"20231008:01";"170"
"20231008:02";"975"
"20231008:03";"755"
"20231008:04";"664"
"20231008:05";"716"
"20231008:06";"755"
"20231008:07";"16"
"20231008:08";"29"
"20231008:09";"358"
"20231008:10";"26"
"20231008:11";"89"
"20231008:12";"776"
"20231008:13";"933"
"20231008:14";"510"
"20231008:15";"445"
"20231008:16";"878"
"20231008:17";"711"
"20231008:18";"491"
"20231008:19";"727"
"20231008:20";"651"
"20231008:21";"391"
"20231008:22";"718"
"20231008:23";"573"
"20231009:00";"989"
"20231009:01";"281"
"20231009:02";"493"
"20231009:03";"388"
"20231009:04";"965"
"20231009:05";"449"
"20231009:06";"560"
"20231009:07";"995"
"20231009:08";"123"
"20231009:09";"701"
"20231009:10";"371"
"20231009:11";"807"
"20231009:12";"265"
"20231009:13";"202"
"20231009:14";"669"
"20231009:15";"270"
"20231009:16";"251"
"20231009:17";"201"
"20231009:18";"155"
"20231009:19";"580"
"20231009:20";"229"
"20231009:21";"948"
"20231009:22";"274"
"20231009:23";"392"
"20231010:00";"896"
"20231010:01";"416"
"20231010:02";"678"
"20231010:03";"261"
"20231010:04";"533"
"20231010:05";"455"
"20231010:06";"30"
"20231010:07";"799"
"20231010:08";"566"
"20231010:09";"256"
"20231010:10";"293"
"20231010:11";"214"
"20231010:12";"591"
"20231010:13";"518"
"20231010:14";"602"
"20231010:15";"869"
"20231010:16";"606"
"20231010:17";"399"
"20231010:18";"407"
"20231010:19";"264"
"20231010:20";"375"
"20231010:21";"549"
"20231010:22";"544"
"20231010:23";"118"
"20231011:00";"83"
"20231011:01";"77"
"20231011:02";"973"
"20231011:03";"680"
"20231011:04";"553"
"20231011:05";"613"
"20231011:06";"939"
"20231011:07";"929"
"20231011:08";"96"
"20231011:09";"450"
"20231011:10";"190"
"20231011:11";"746"
"20231011:12";"166"
"20231011:13";"81"
"20231011:14";"284"
"20231011:15";"177"
"20231011:16";"104"
"20231011:17";"99"
"20231011:18";"654"
"20231011:19";"655"
"20231011:20";"913"
"20231011:21";"953"
"20231011:22";"21"
"20231011:23";"940"
"20231012:00";"455"
"20231012:01";"559"
"20231012:02";"931"
"20231012:03";"547"
"20231012:04";"151"
"20231012:05";"568"
"20231012:06";"624"
"20231012:07";"905"
"20231012:08";"85"
"20231012:09";"130"
"20231012:10";"619"
"20231012:11";"126"
"20231012:12";"651"
"20231012:13";"802"
"20231012:14";"31"
"20231012:15";"512"
"20231012:16";"394"
"20231012:17";"241"
"20231012:18";"175"
"20231012:19";"662"
"20231012:20";"543"
"20231012:21";"986"
"20231012:22";"579"
"20231012:23";"909"
"20231013:00";"609"
"20231013:01";"248"
"20231013:02";"722"
"20231013:03";"983"
"20231013:04";"812"
"20231013:05";"408"
"20231013:06";"421"
"20231013:07";"604"
"20231013:08";"994"
"20231013:09";"744"
"20231013:10";"796"
"20231013:11";"313"
"20231013:12";"713"
"20231013:13";"34"
"20231013:14";"29"
"20231013:15";"961"
"20231013:16";"631"
"20231013:17";"190"
"20231013:18";"265"
"20231013:19";"870"
"20231013:20";"476"
"20231013:21";"17"
"20231013:22";"329"
"20231013:23";"317"
"20231014:00";"209"
"20231014:01";"499"
"20231014:02";"698"
"20231014:03";"824"
"20231014:04";"424"
"20231014:05";"942"
"20231014:06";"845"
"20231014:07";"3"
"20231014:08";"669"
"20231014:09";"463"
"20231014:10";"664"
"20231014:11";"139"
"20231014:12";"730"
"20231014:13";"119"
"20231014:14";"619"
"20231014:15";"250"
"20231014:16";"147"
"20231014:17";"610"
"20231014:18";"892"
"20231014:19";"103"
"20231014:20";"772"
"20231014:21";"34"
"20231014:22";"969"
"20231014:23";"726"
"20231015:00";"952"
"20231015:01";"510"
"20231015:02";"738"
"20231015:03";"459"
"20231015:04";"819"
"20231015:05";"478"
"20231015:06";"184"
"20231015:07";"309"
"20231015:08";"391"
"20231015:09";"535"
"20231015:10";"4"
"20231015:11";"696"
"20231015:12";"964"
"20231015:13";"976"
"20231015:14";"244"
"20231015:15";"216"
"20231015:16";"247"
"20231015:17";"332"
"20231015:18";"904"
"20231015:19";"641"
"20231015:20";"617"
"20231015:21";"200"
"20231015:22";"805"
"20231015:23";"740"
"20231016:00";"656"
"20231016:01";"680"
"20231016:02";"918"
"20231016:03";"414"
"20231016:04";"912"
"20231016:05";"810"
"20231016:06";"101"
"20231016:07";"537"
"20231016:08";"858"
"20231016:09";"43"
"20231016:10";"964"
"20231016:11";"679"
"20231016:12";"606"
"20231016:13";"779"
"20231016:14";"6"
"20231016:15";"61"
"20231016:16";"787"
"20231016:17";"563"
"20231016:18";"319"
"20231016:19";"730"
"20231016:20";"594"
"20231016:21";"572"
"20231016:22";"340"
"20231016:23";"488"
"20231017:00";"226"
"20231017:01";"395"
"20231017:02";"303"
"20231017:03";"300"
"20231017:04";"11"
"20231017:05";"883"
"20231017:06";"647"
"20231017:07";"360"
"20231017:08";"191"
"20231017:09";"342"
"20231017:10";"761"
"20231017:11";"541"
"20231017:12";"369"
"20231017:13";"185"
"20231017:14";"863"
"20231017:15";"959"
"20231017:16";"918"
"20231017:17";"389"
"20231017:18";"42"
"20231017:19";"807"
"20231017:20";"520"
"20231017:21";"801"
"20231017:22";"515"
"20231017:23";"661"
"20231018:00";"208"
"20231018:01";"290"
"20231018:02";"449"
"20231018:03";"815"
"20231018:04";"585"
"20231018:05";"994"
"20231018:06";"286"
"20231018:07";"379"
"20231018:08";"469"
"20231018:09";"238"
"20231018:10";"934"
"20231018:11";"989"
"20231018:12";"458"
"20231018:13";"566"
"20231018:14";"493"
"20231018:15";"166"
"20231018:16";"40"
"20231018:17";"368"
"20231018:18";"180"
"20231018:19";"0"
"20231018:20";"48"
"20231018:21";"433"
"20231018:22";"755"
"20231018:23";"596"
"20231019:00";"624"
"20231019:01";"439"
"20231019:02";"852"
"20231019:03";"479"
"20231019:04";"136"
"20231019:05";"792"
"20231019:06";"891"
"20231019:07";"455"
"20231019:08";"344"
"20231019:09";"726"
"20231019:10";"226"
"20231019:11";"803"
"20231019:12";"361"
"20231019:13";"749"
"20231019:14";"836"
"20231019:15";"325"
"20231019:16";"945"
"20231019:17";"991"
"20231019:18";"270"
"20231019:19";"448"
"20231019:20";"996"
"20231019:21";"697"
"20231019:22";"393"
"20231019:23";"221"
"20231020:00";"239"
"20231020:01";"723"
"20231020:02";"140"
"20231020:03";"611"
"20231020:04";"96"
"20231020:05";"583"
"20231020:06";"458"
"20231020:07";"414"
"20231020:08";"872"
"20231020:09";"189"
"20231020:10";"274"
"20231020:11";"99"
"20231020:12";"252"
"20231020:13";"453"
"20231020:14";"180"
"20231020:15";"589"
"20231020:16";"894"
"20231020:17";"684"
"20231020:18";"702"
"20231020:19";"550"
"20231020:20";"667"
"20231020:21";"476"
"20231020:22";"130"
"20231020:23";"792"
"20231021:00";"385"
"20231021:01";"62"
"20231021:02";"262"
"20231021:03";"507"
"20231021:04";"677"
"20231021:05";"824"
"20231021:06";"955"
"20231021:07";"946"
"20231021:08";"783"
"20231021:09";"592"
"20231021:10";"664"
"20231021:11";"782"
"20231021:12";"261"
"20231021:13";"601"
"20231021:14";"738"
"20231021:15";"663"
"20231021:16";"406"
"20231021:17";"710"
"20231021:18";"112"
"20231021:19";"47"
"20231021:20";"919"
"20231021:21";"460"
"20231021:22";"683"
"20231021:23";"713"
"20231022:00";"459"
"20231022:01";"756"
"20231022:02";"675"
"20231022:03";"733"
"20231022:04";"883"
"20231022:05";"719"
"20231022:06";"546"
"20231022:07";"510"
"20231022:08";"890"
"20231022:09";"264"
"20231022:10";"242"
"20231022:11";"66"
"20231022:12";"124"
"20231022:13";"777"
"20231022:14";"690"
"20231022:15";"91"
"20231022:16";"190"
"20231022:17";"1"
"20231022:18";"739"
"20231022:19";"651"
"20231022:20";"101"
"20231022:21";"111"
"20231022:22";"263"
"20231022:23";"887"
"20231023:00";"788"
"20231023:01";"184"
"20231023:02";"965"
"20231023:03";"537"
"20231023:04";"108"
"20231023:05";"633"
"20231023:06";"989"
"20231023:07";"897"
"20231023:08";"900"
"20231023:09";"807"
"20231023:10";"882"
"20231023:11";"234"
"20231023:12";"133"
"20231023:13";"855"
"20231023:14";"321"
"20231023:15";"166"
"20231023:16";"162"
"20231023:17";"367"
"20231023:18";"925"
"20231023:19";"392"
"20231023:20";"174"
"20231023:21";"964"
"20231023:22";"985"
"20231023:23";"664"
"20231024:00";"538"
"20231024:01";"490"
"20231024:02";"158"
"20231024:03";"675"
"20231024:04";"296"
"20231024:05";"911"
"20231024:06";"666"
"20231024:07";"220"
"20231024:08";"488"
"20231024:09";"69"
"20231024:10";"153"
"20231024:11";"304"
"20231024:12";"656"
"20231024:13";"537"
"20231024:14";"451"
"20231024:15";"545"
"20231024:16";"81"
"20231024:17";"350"
"20231024:18";"200"
"20231024:19";"282"
"20231024:20";"145"
"20231024:21";"374"
"20231024:22";"647"
"20231024:23";"3"
"20231025:00";"869"
"20231025:01";"230"
"20231025:02";"229"
"20231025:03";"329"
"20231025:04";"546"
"20231025:05";"546"
"20231025:06";"355"
"20231025:07";"285"
"20231025:08";"91"
"20231025:09";"367"
"20231025:10";"433"
"20231025:11";"152"
"20231025:12";"691"
"20231025:13";"388"
"20231025:14";"801"
"20231025:15";"22"
"20231025:16";"197"
"20231025:17";"144"
"20231025:18";"250"
"20231025:19";"563"
"20231025:20";"857"
"20231025:21";"103"
"20231025:22";"224"
"20231025:23";"990"
"20231026:00";"174"
"20231026:01";"230"
"20231026:02";"506"
"20231026:03";"934"
"20231026:04";"932"
"20231026:05";"743"
"20231026:06";"833"
"20231026:07";"135"
"20231026:08";"181"
"20231026:09";"377"
"20231026:10";"826"
"20231026:11";"978"
"20231026:12";"356"
"20231026:13";"879"
"20231026:14";"302"
"20231026:15";"966"
"20231026:16";"996"
"20231026:17";"869"
"20231026:18";"453"
"20231026:19";"218"
"20231026:20";"832"
"20231026:21";"302"
"20231026:22";"747"
"20231026:23";"107"
"20231027:00";"89"
"20231027:01";"128"
"20231027:02";"543"
"20231027:03";"102"
"20231027:04";"218"
"20231027:05";"830"
"20231027:06";"968"
"20231027:07";"336"
"20231027:08";"353"
"20231027:09";"840"
"20231027:10";"920"
"20231027:11";"962"
"20231027:12";"329"
"20231027:13";"148"
"20231027:14";"103"
"20231027:15";"416"
"20231027:16";"920"
"20231027:17";"640"
"20231027:18";"595"
"20231027:19";"919"
"20231027:20";"126"
"20231027:21";"794"
"20231027:22";"151"
"20231027:23";"762"
"20231028:00";"420"
"20231028:01";"792"
"20231028:02";"679"
"20231028:03";"662"
"20231028:04";"705"
"20231028:05";"273"
"20231028:06";"151"
"20231028:07";"18"
"20231028:08";"304"
"20231028:09";"913"
"20231028:10";"499"
"20231028:11";"47"
"20231028:12";"915"
"20231028:13";"157"
"20231028:14";"604"
"20231028:15";"351"
"20231028:16";"790"
"20231028:17";"692"
"20231028:18";"382"
"20231028:19";"90"
"20231028:20";"438"
"20231028:21";"628"
"20231028:22";"152"
"20231028:23";"712"
"20231029:00";"168"
"20231029:01";"583"
"20231029:02";"694"
"20231029:03";"497"
"20231029:04";"301"
"20231029:05";"506"
"20231029:06";"734"
"20231029:07";"663"
"20231029:08";"527"
"20231029:09";"34"
"20231029:10";"519"
"20231029:11";"566"
"20231029:12";"304"
"20231029:13";"300"
"20231029:14";"429"
"20231029:15";"734"
"20231029:16";"537"
"20231029:17";"662"
"20231029:18";"481"
"20231029:19";"811"
"20231029:20";"802"
"20231029:21";"808"
"20231029:22";"620"
"20231029:23";"76"
"20231030:00";"555"
"20231030:01";"61"
"20231030:02";"477"
"20231030:03";"375"
"20231030:04";"711"
"20231030:05";"900"
"20231030:06";"523"
"20231030:07";"149"
"20231030:08";"986"
"20231030:09";"597"
"20231030:10";"222"
"20231030:11";"883"
"20231030:12";"129"
"20231030:13";"405"
"20231030:14";"74"
"20231030:15";"694"
"20231030:16";"372"
"20231030:17";"209"
"20231030:18";"80"
"20231030:19";"54"
"20231030:20";"12"
"20231030:21";"108"
"20231030:22";"209"
"20231030:23";"220"
"20231031:00";"343"
"20231031:01";"203"
"20231031:02";"441"
"20231031:03";"622"
"20231031:04";"482"
"20231031:05";"206"
"20231031:06";"12"
"20231031:07";"732"
"20231031:08";"438"
"20231031:09";"435"
"20231031:10";"430"
"20231031:11";"550"
"20231031:12";"578"
"20231031:13";"149"
"20231031:14";"551"
"20231031:15";"461"
"20231031:16";"316"
"20231031:17";"413"
"20231031:18";"411"
"20231031:19";"981"
"20231031:20";"336"
"20231031:21";"318"
"20231031:22";"105"
"20231031:23";"406"
"20231101:00";"682"
"20231101:01";"60"
"20231101:02";"451"
"20231101:03";"829"
"20231101:04";"130"
"20231101:05";"851"
"20231101:06";"314"
"20231101:07";"787"
"20231101:08";"386"
"20231101:09";"405"
"20231101:10";"415"
"20231101:11";"134"
"20231101:12";"861"
"20231101:13";"329"
"20231101:14";"216"
"20231101:15";"459"
"20231101:16";"390"
"20231101:17";"246"
"20231101:18";"636"
"20231101:19";"825"
"20231101:20";"291"
"20231101:21";"384"
"20231101:22";"734"
"20231101:23";"618"
"20231102:00";"507"
"20231102:01";"834"
"20231102:02";"903"
"20231102:03";"177"
"20231102:04";"542"
"20231102:05";"8"
"20231102:06";"395"
"20231102:07";"238"
"20231102:08";"696"
"20231102:09";"482"
"20231102:10";"319"
"20231102:11";"508"
"20231102:12";"976"
"20231102:13";"942"
"20231102:14";"743"
"20231102:15";"451"
"20231102:16";"517"
"20231102:17";"33"
"20231102:18";"544"
"20231102:19";"548"
"20231102:20";"897"
"20231102:21";"842"
"20231102:22";"94"
"20231102:23";"1"
"20231103:00";"243"
"20231103:01";"281"
"20231103:02";"131"
"20231103:03";"961"
"20231103:04";"354"
"20231103:05";"787"
"20231103:06";"595"
"20231103:07";"125"
"20231103:08";"789"
"20231103:09";"819"
"20231103:10";"3"
"20231103:11";"541"
"20231103:12";"131"
"20231103:13";"931"
"20231103:14";"404"
"20231103:15";"281"
"20231103:16";"121"
"20231103:17";"460"
"20231103:18";"429"
"20231103:19";"599"
"20231103:20";"211"
"20231103:21";"934"
"20231103:22";"600"
"20231103:23";"619"
"20231104:00";"703"
"20231104:01";"960"
"20231104:02";"695"
"20231104:03";"999"
"20231104:04";"981"
"20231104:05";"903"
"20231104:06";"565"
"20231104:07";"772"
"20231104:08";"854"
"20231104:09";"700"
"20231104:10";"888"
"20231104:11";"132"
"20231104:12";"256"
"20231104:13";"616"
"20231104:14";"383"
"20231104:15";"979"
"20231104:16";"281"
"20231104:17";"853"
"20231104:18";"118"
"20231104:19";"598"
"20231104:20";"456"
"20231104:21";"745"
"20231104:22";"754"
"20231104:23";"54"
"20231105:00";"80"
"20231105:01";"287"
"20231105:02";"933"
"20231105:03";"431"
"20231105:04";"857"
"20231105:05";"617"
"20231105:06";"245"
"20231105:07";"150"
"20231105:08";"486"
"20231105:09";"683"
"20231105:10";"544"
"20231105:11";"628"
"20231105:12";"66"
"20231105:13";"575"
"20231105:14";"881"
"20231105:15";"779"
"20231105:16";"911"
"20231105:17";"628"
"20231105:18";"260"
"20231105:19";"5"
"20231105:20";"254"
"20231105:21";"981"
"20231105:22";"318"
"20231105:23";"339"
"20231106:00";"117"
"20231106:01";"74"
"20231106:02";"765"
"20231106:03";"731"
"20231106:04";"847"
"20231106:05";"787"
"20231106:06";"748"
"20231106:07";"685"
"20231106:08";"876"
"20231106:09";"558"
"20231106:10";"251"
"20231106:11";"995"
"20231106:12";"140"
"20231106:13";"371"
"20231106:14";"576"
"20231106:15";"9"
"20231106:16";"778"
"20231106:17";"662"
"20231106:18";"715"
"20231106:19";"12"
"20231106:20";"355"
"20231106:21";"261"
"20231106:22";"964"
"20231106:23";"259"
"20231107:00";"392"
"20231107:01";"798"
"20231107:02";"829"
"20231107:03";"374"
"20231107:04";"156"
"20231107:05";"168"
"20231107:06";"980"
"20231107:07";"911"
"20231107:08";"484"
"20231107:09";"259"
"20231107:10";"956"
"20231107:11";"448"
"20231107:12";"648"
"20231107:13";"110"
"20231107:14";"712"
"20231107:15";"240"
"20231107:16";"75"
"20231107:17";"840"
"20231107:18";"17"
"20231107:19";"710"
"20231107:20";"214"
"20231107:21";"776"
"20231107:22";"336"
"20231107:23";"104"
"20231108:00";"562"
"20231108:01";"655"
"20231108:02";"675"
"20231108:03";"390"
"20231108:04";"703"
"20231108:05";"283"
"20231108:06";"700"
"20231108:07";"414"
"20231108:08";"305"
"20231108:09";"72"
"20231108:10";"304"
"20231108:11";"175"
"20231108:12";"633"
"20231108:13";"658"
"20231108:14";"556"
"20231108:15";"64"
"20231108:16";"111"
"20231108:17";"133"
"20231108:18";"362"
"20231108:19";"688"
"20231108:20";"181"
"20231108:21";"372"
"20231108:22";"929"
"20231108:23";"138"
"20231109:00";"1"
"20231109:01";"536"
"20231109:02";"689"
"20231109:03";"970"
"20231109:04";"626"
"20231109:05";"970"
"20231109:06";"301"
"20231109:07";"309"
"20231109:08";"660"
"20231109:09";"178"
"20231109:10";"350"
"20231109:11";"60"
"20231109:12";"114"
"20231109:13";"152"
"20231109:14";"310"
"20231109:15";"570"
"20231109:16";"311"
"20231109:17";"501"
"20231109:18";"115"
"20231109:19";"401"
"20231109:20";"291"
"20231109:21";"395"
"20231109:22";"735"
"20231109:23";"732"
"20231110:00";"366"
"20231110:01";"203"
"20231110:02";"286"
"20231110:03";"158"
"20231110:04";"898"
"20231110:05";"783"
"20231110:06";"188"
"20231110:07";"649"
"20231110:08";"633"
"20231110:09";"566"
"20231110:10";"915"
"20231110:11";"64"
"20231110:12";"647"
"20231110:13";"897"
"20231110:14";"558"
"20231110:15";"22"
"20231110:16";"797"
"20231110:17";"754"
"20231110:18";"664"
"20231110:19";"331"
"20231110:20";"288"
"20231110:21";"28"
"20231110:22";"566"
"20231110:23";"18"
"20231111:00";"207"
"20231111:01";"96"
"20231111:02";"767"
"20231111:03";"467"
"20231111:04";"977"
"20231111:05";"299"
"20231111:06";"395"
"20231111:07";"11"
"20231111:08";"328"
"20231111:09";"778"
"20231111:10";"295"
"20231111:11";"316"
"20231111:12";"325"
"20231111:13";"237"
"20231111:14";"806"
"20231111:15";"755"
"20231111:16";"975"
"20231111:17";"957"
"20231111:18";"789"
"20231111:19";"689"
"20231111:20";"95"
"20231111:21";"797"
"20231111:22";"829"
"20231111:23";"901"
"20231112:00";"406"
"20231112:01";"659"
"20231112:02";"946"
"20231112:03";"697"
"20231112:04";"659"
"20231112:05";"9"
"20231112:06";"791"
"20231112:07";"391"
"20231112:08";"570"
"20231112:09";"173"
"20231112:10";"394"
"20231112:11";"842"
"20231112:12";"145"
"20231112:13";"900"
"20231112:14";"356"
"20231112:15";"777"
"20231112:16";"215"
"20231112:17";"376"
"20231112:18";"535"
"20231112:19";"496"
"20231112:20";"477"
"20231112:21";"588"
"20231112:22";"70"
"20231112:23";"243"
"20231113:00";"401"
"20231113:01";"518"
"20231113:02";"522"
"20231113:03";"915"
"20231113:04";"364"
"20231113:05";"260"
"20231113:06";"56"
"20231113:07";"466"
"20231113:08";"449"
"20231113:09";"27"
"20231113:10";"498"
"20231113:11";"520"
"20231113:12";"469"
"20231113:13";"15"
"20231113:14";"477"
"20231113:15";"776"
"20231113:16";"999"
"20231113:17";"752"
"20231113:18";"618"
"20231113:19";"7"
"20231113:20";"540"
"20231113:21";"30"
"20231113:22";"696"
"20231113:23";"886"
"20231114:00";"303"
"20231114:01";"878"
"20231114:02";"982"
"20231114:03";"783"
"20231114:04";"770"
"20231114:05";"772"
"20231114:06";"133"
"20231114:07";"90"
"20231114:08";"366"
"20231114:09";"895"
"20231114:10";"438"
"20231114:11";"535"
"20231114:12";"482"
"20231114:13";"44"
"20231114:14";"433"
"20231114:15";"344"
"20231114:16";"779"
